chromosome,genomic_accession,start,end,strand,class,locus_tag,,name,GeneID
chr22,NC_000022.11,45636615,45640429,-,lncRNA,,LOC105373067,uncharacterized LOC105373067,105373067
chr22,NC_000022.11,45647554,45656696,-,lncRNA,,LOC105373068,uncharacterized LOC105373068,105373068
chr22,NC_000022.11,45671834,45845307,+,protein_coding,,ATXN10,ataxin 10,25814
chr22,NC_000022.11,45760524,45760598,+,miRNA,,MIR4762,microRNA 4762,100616253
chr22,NC_000022.11,45791983,45793697,-,pseudogene,,TRNT1P2,TRNT1 pseudogene 2,100113375
chr22,NC_000022.11,45866749,45894416,+,protein_coding,,LOC105373071,uncharacterized LOC105373071,105373071
chr22,NC_000022.11,45876080,45887726,-,lncRNA,,LOC107985535,uncharacterized LOC107985535,107985535
chr22,NC_000022.11,45920366,45977162,-,protein_coding,,WNT7B,Wnt family member 7B,7477
chr22,NC_000022.11,46006616,46010777,+,transcribed_pseudogene,,LOC730668,dynein heavy chain -like pseudogene,730668
chr22,NC_000022.11,46013581,46015498,+,lncRNA,,LOC124905134,uncharacterized LOC124905134,124905134
chr22,NC_000022.11,46036110,46040437,+,lncRNA,,LOC124905136,uncharacterized LOC124905136,124905136
chr22,NC_000022.11,46039907,46044868,-,lncRNA,,LINC00899,long intergenic non-protein coding RNA 899,100271722
chr22,NC_000022.11,46044644,46113928,+,protein_coding,,LOC124905135,collagen alpha-1(III) chain-like,124905135
chr22,NC_000022.11,46048531,46054225,-,lncRNA,,PRR34,PRR34 long non-coding RNA,55267
chr22,NC_000022.11,46053846,46058522,+,lncRNA,,PRR34-AS1,PRR34 antisense RNA 1,150381
chr22,NC_000022.11,46064651,46071021,-,lncRNA,,LINC02939,long intergenic non-protein coding RNA 2939,642648
chr22,NC_000022.11,46085997,46113928,+,lncRNA,,MIRLET7BHG,MIRLET7B host gene,400931
chr22,NC_000022.11,46086167,46097919,+,lncRNA,,LOC112268288,uncharacterized LOC112268288,112268288
chr22,NC_000022.11,46091044,46091126,+,miRNA,,MIR3619,microRNA 3619,100500828
chr22,NC_000022.11,46112749,46112822,+,miRNA,,MIRLET7A3,microRNA let-7a-3,406883
chr22,NC_000022.11,46113566,46113657,+,miRNA,,MIR4763,microRNA 4763,100616143
chr22,NC_000022.11,46113686,46113768,+,miRNA,,MIRLET7B,microRNA let-7b,406884
chr22,NC_000022.11,46129490,46138067,+,lncRNA,,LOC124905137,uncharacterized LOC124905137,124905137
chr22,NC_000022.11,46134678,46144228,-,lncRNA,,LOC124905138,uncharacterized LOC124905138,124905138
chr22,NC_000022.11,46150526,46243756,+,protein_coding,,PPARA,peroxisome proliferator activated receptor alpha,5465
chr22,NC_000022.11,46161042,46172228,-,lncRNA,,LOC105373074,uncharacterized LOC105373074,105373074
chr22,NC_000022.11,46244013,46250293,-,protein_coding,,CDPF1,cysteine rich DPF motif domain containing 1,150383
chr22,NC_000022.11,46255663,46263343,-,protein_coding,,PKDREJ,polycystin family receptor for egg jelly,10343
chr22,NC_000022.11,46268008,46294008,+,protein_coding,,TTC38,tetratricopeptide repeat domain 38,55020
chr22,NC_000022.11,46295143,46296660,-,lncRNA,,GTSE1-DT,GTSE1 divergent transcript,150384
chr22,NC_000022.11,46296870,46330810,+,protein_coding,,GTSE1,G2 and S-phase expressed 1,51512
chr22,NC_000022.11,46335714,46357340,+,protein_coding,,TRMU,tRNA mitochondrial 2-thiouridylase,55687
chr22,NC_000022.11,46361174,46537620,-,protein_coding,,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1,9620
chr22,NC_000022.11,46479632,46481761,-,pseudogene,,FAM136EP,"family with sequence similarity 136 member E, pseudogene",107985557
chr22,NC_000022.11,46541495,46548197,+,lncRNA,,LINC02925,long intergenic non-protein coding RNA 2925,122149302
chr22,NC_000022.11,46548748,46553893,+,lncRNA,,LOC105373075,uncharacterized LOC105373075,105373075
chr22,NC_000022.11,46575744,46682756,+,protein_coding,,GRAMD4,GRAM domain containing 4,23151
chr22,NC_000022.11,46684410,46738252,-,protein_coding,,CERK,ceramide kinase,64781
chr22,NC_000022.11,46734612,46736392,-,lncRNA,,LOC105373077,uncharacterized LOC105373077,105373077
chr22,NC_000022.11,46761911,46762528,-,lncRNA,,TBC1D22A-DT,TBC1D22A divergent transcript,119863861
chr22,NC_000022.11,46762650,47175699,+,protein_coding,,TBC1D22A,TBC1 domain family member 22A,25771
chr22,NC_000022.11,46914092,46916042,-,lncRNA,,TBC1D22A-AS1,TBC1D22A antisense RNA 1,642757
chr22,NC_000022.11,46941916,46956082,+,lncRNA,,LOC105369161,uncharacterized LOC105369161,105369161
chr22,NC_000022.11,47060624,47064847,+,lncRNA,,LOC124905141,uncharacterized LOC124905141,124905141
chr22,NC_000022.11,47116121,47116594,-,protein_coding,,LOC124905139,uncharacterized protein UNQ6126/PRO20091,124905139
chr22,NC_000022.11,47141252,47144302,-,lncRNA,,LOC124905140,uncharacterized LOC124905140,124905140
chr22,NC_000022.11,47345571,47373541,+,lncRNA,,LOC339685,uncharacterized LOC339685,339685
chr22,NC_000022.11,47461299,47487111,-,lncRNA,,LINC01644,long intergenic non-protein coding RNA 1644,101927722
chr22,NC_000022.11,47621043,47631569,-,lncRNA,,LINC00898,long intergenic non-protein coding RNA 898,400932
chr22,NC_000022.11,47631674,47855600,+,lncRNA,,EPIC1,epigenetically induced MYC interacting lncRNA 1,284930
chr22,NC_000022.11,48044710,48048549,-,lncRNA,,LOC124905150,uncharacterized LOC124905150,124905150
chr22,NC_000022.11,48098769,48100205,+,lncRNA,,LOC107985536,uncharacterized LOC107985536,107985536
chr22,NC_000022.11,48167175,48188613,-,lncRNA,,LOC107985581,uncharacterized LOC107985581,107985581
chr22,NC_000022.11,48274364,48274415,+,miRNA,,MIR3201,microRNA 3201,100422916
chr22,NC_000022.11,48340030,48340699,+,lncRNA,,LOC105373080,uncharacterized LOC105373080,105373080
chr22,NC_000022.11,48351288,48360755,+,lncRNA,,LOC105373081,uncharacterized LOC105373081,105373081
chr22,NC_000022.11,48474109,48476406,-,lncRNA,,LOC124905142,uncharacterized LOC124905142,124905142
chr22,NC_000022.11,48489553,48751932,+,protein_coding,,TAFA5,TAFA chemokine like family member 5,25817
chr22,NC_000022.11,48538900,48547387,-,lncRNA,,LOC284933,uncharacterized LOC284933,284933
chr22,NC_000022.11,48577040,48596189,+,lncRNA,,LOC124900480,uncharacterized LOC124900480,124900480
chr22,NC_000022.11,48780295,48780353,+,miRNA,,MIR4535,microRNA 4535,100616415
chr22,NC_000022.11,48866770,48898386,+,lncRNA,,LINC01310,long intergenic non-protein coding RNA 1310,100128946
chr22,NC_000022.11,49043919,49052385,-,lncRNA,,NHIP,"neuronal hypoxia inducible, placenta associated",105373085
chr22,NC_000022.11,49095656,49098633,+,lncRNA,,LOC105373086,uncharacterized LOC105373086,105373086
chr22,NC_000022.11,49213822,49214275,-,pseudogene,,RPL35P8,ribosomal protein L35 pseudogene 8,643653
chr22,NC_000022.11,49372958,49377131,+,lncRNA,,LOC124905143,uncharacterized LOC124905143,124905143
chr22,NC_000022.11,49414524,49657519,-,lncRNA,,MIR3667HG,MIR3667 host gene,348645
chr22,NC_000022.11,49543393,49543466,-,miRNA,,MIR3667,microRNA 3667,100500882
chr22,NC_000022.11,49572102,49576036,-,lncRNA,,LOC124905144,uncharacterized LOC124905144,124905144
chr22,NC_000022.11,49661952,49669409,-,lncRNA,,LOC124905145,uncharacterized LOC124905145,124905145
chr22,NC_000022.11,49718052,49729112,-,lncRNA,,LOC124905146,uncharacterized LOC124905146,124905146
chr22,NC_000022.11,49738677,49739003,+,pseudogene,,RN7SKP252,RN7SK pseudogene 252,106479207
chr22,NC_000022.11,49757563,49759049,-,pseudogene,,RPL5P35,ribosomal protein L5 pseudogene 35,100129647
chr22,NC_000022.11,49773278,49827873,-,protein_coding,,BRD1,bromodomain containing 1,23774
chr22,NC_000022.11,49817108,49818943,+,pseudogene,,LOC100420885,suppressor of cytokine signaling 2 pseudogene,100420885
chr22,NC_000022.11,49832449,49853512,-,lncRNA,,LOC105377205,uncharacterized LOC105377205,105377205
chr22,NC_000022.11,49845260,49849652,-,protein_coding,,LOC124905156,basic proline-rich protein-like,124905156
chr22,NC_000022.11,49849590,49850670,+,protein_coding,,LOC105373091,sterile alpha motif domain-containing protein 1-like,105373091
chr22,NC_000022.11,49852850,49890080,+,protein_coding,,ZBED4,zinc finger BED-type containing 4,9889
chr22,NC_000022.11,49854502,49857656,-,lncRNA,,LOC124905147,uncharacterized LOC124905147,124905147
chr22,NC_000022.11,49859311,49918438,-,protein_coding,,ALG12,"ALG12 alpha-1,6-mannosyltransferase",79087
chr22,NC_000022.11,49918634,49927537,+,protein_coding,,CRELD2,cysteine rich with EGF like domains 2,79174
chr22,NC_000022.11,49960772,49964072,+,protein_coding,,PIM3,"Pim-3 proto-oncogene, serine/threonine kinase",415116
chr22,NC_000022.11,49962866,49962939,+,miRNA,,MIR6821,microRNA 6821,102465493
chr22,NC_000022.11,49991811,50012765,-,protein_coding,,IL17REL,interleukin 17 receptor E like,400935
chr22,NC_000022.11,50018575,50058298,-,protein_coding,,TTLL8,tubulin tyrosine ligase like 8,164714
chr22,NC_000022.11,50059391,50085875,-,protein_coding,,MLC1,modulator of VRAC current 1,23209
chr22,NC_000022.11,50090006,50161687,+,protein_coding,,MOV10L1,Mov10 like RNA helicase 1,54456
chr22,NC_000022.11,50170731,50180295,+,protein_coding,,PANX2,pannexin 2,56666
chr22,NC_000022.11,50185913,50199595,+,protein_coding,,TRABD,TraB domain containing,80305
chr22,NC_000022.11,50199088,50200783,-,lncRNA,,TRABD-AS1,TRABD antisense RNA 1,123706513
chr22,NC_000022.11,50201011,50217616,+,protein_coding,,SELENOO,selenoprotein O,83642
chr22,NC_000022.11,50205581,50210181,-,lncRNA,,SELENOO-AS1,SELENOO antisense RNA 1,105373095
chr22,NC_000022.11,50217694,50245023,-,protein_coding,,TUBGCP6,tubulin gamma complex component 6,85378
chr22,NC_000022.11,50245183,50251265,-,protein_coding,,HDAC10,histone deacetylase 10,83933
chr22,NC_000022.11,50252901,50261683,-,protein_coding,,MAPK12,mitogen-activated protein kinase 12,6300
chr22,NC_000022.11,50263713,50270380,-,protein_coding,,MAPK11,mitogen-activated protein kinase 11,5600
chr22,NC_000022.11,50274979,50307646,-,protein_coding,,PLXNB2,plexin B2,23654
chr22,NC_000022.11,50309030,50327012,-,protein_coding,,DENND6B,DENN domain containing 6B,414918
chr22,NC_000022.11,50317319,50322062,+,lncRNA,,LOC105373096,uncharacterized LOC105373096,105373096
chr22,NC_000022.11,50330774,50445090,+,protein_coding,,PPP6R2,protein phosphatase 6 regulatory subunit 2,9701
chr22,NC_000022.11,50371210,50371496,+,pseudogene,,RN7SL500P,"RNA, 7SL, cytoplasmic 500, pseudogene",106479406
chr22,NC_000022.11,50407442,50407524,+,miRNA,,MIR12114,microRNA 12114,113218480
chr22,NC_000022.11,50445000,50475035,-,protein_coding,,SBF1,SET binding factor 1,6305
chr22,NC_000022.11,50481543,50486437,+,protein_coding,,ADM2,adrenomedullin 2,79924
chr22,NC_000022.11,50486859,50490648,+,protein_coding,,MIOX,myo-inositol oxygenase,55586
chr22,NC_000022.11,50502949,50507702,-,protein_coding,,LMF2,lipase maturation factor 2,91289
chr22,NC_000022.11,50508224,50524780,+,protein_coding,,NCAPH2,non-SMC condensin II complex subunit H2,29781
chr22,NC_000022.11,50523568,50526442,-,protein_coding,,SCO2,synthesis of cytochrome C oxidase 2,9997
chr22,NC_000022.11,50525752,50530085,-,protein_coding,,TYMP,thymidine phosphorylase,1890
chr22,NC_000022.11,50530426,50532498,-,protein_coding,,CIMAP1B,ciliary microtubule associated protein 1B,440836
chr22,NC_000022.11,50539869,50543013,+,lncRNA,,LOC102724608,uncharacterized LOC102724608,102724608
chr22,NC_000022.11,50542303,50544319,-,lncRNA,,KLHDC7B-DT,KLHDC7B divergent transcript,105373098
chr22,NC_000022.11,50545899,50551023,+,protein_coding,,KLHDC7B,kelch domain containing 7B,113730
chr22,NC_000022.11,50551112,50562919,-,protein_coding,,SYCE3,synaptonemal complex central element protein 3,644186
chr22,NC_000022.11,50562961,50569143,+,lncRNA,,LOC107985568,uncharacterized LOC107985568,107985568
chr22,NC_000022.11,50568861,50582999,-,lncRNA,,CHKB-CPT1B,CHKB-CPT1B readthrough (NMD candidate),386593
chr22,NC_000022.11,50568861,50578612,-,protein_coding,,CPT1B,carnitine palmitoyltransferase 1B,1375
chr22,NC_000022.11,50578963,50582849,-,protein_coding,,CHKB,choline kinase beta,1120
chr22,NC_000022.11,50583026,50595281,+,lncRNA,,CHKB-DT,CHKB divergent transcript,100144603
chr22,NC_000022.11,50600793,50613978,+,protein_coding,,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2,23542
chr22,NC_000022.11,50622754,50628152,-,protein_coding,,ARSA,arylsulfatase A,410
chr22,NC_000022.11,50631494,50636006,+,lncRNA,,LOC124905149,uncharacterized LOC124905149,124905149
chr22,NC_000022.11,50672823,50733212,+,protein_coding,,SHANK3,SH3 and multiple ankyrin repeat domains 3,85358
chr22,NC_000022.11,50691260,50691363,-,pseudogene,,RNU6-409P,"RNA, U6 small nuclear 409, pseudogene",106481307
chr22,NC_000022.11,50735829,50738169,-,lncRNA,,LOC105373100,uncharacterized LOC105373100,105373100
chr22,NC_000022.11,50738204,50745339,+,protein_coding,,ACR,acrosin,49
chr22,NC_000022.11,50754454,50755468,-,pseudogene,,SNRPA1P2,SNRPA1 pseudogene 2,150417
chr22,NC_000022.11,50757086,50799637,+,transcribed_pseudogene,,RPL23AP82,ribosomal protein L23a pseudogene 82,284942
chr22,NC_000022.11,50767506,50783636,-,protein_coding,,RABL2B,"RAB, member of RAS oncogene family like 2B",11158
chr22,NT_187386.1,868,7220,+,transcribed_pseudogene,,LOC102724751,breakpoint cluster region protein-like,102724751
chr22,NT_187386.1,1037,6995,-,protein_coding,,LOC124905330,uncharacterized LOC124905330,124905330
chr22,NT_187386.1,3636,13058,-,lncRNA,,LOC102724151,putative POM121-like protein 1,102724151
chr22,NT_187386.1,26441,27277,-,pseudogene,,LOC102724563,transcription factor E2F6-like,102724563
chr22,NT_187386.1,65297,86953,+,protein_coding,,LOC102724197,inactive glutathione hydrolase 2,102724197
chr22,NT_187386.1,90765,102077,+,lncRNA,,LOC105379548,uncharacterized LOC105379548,105379548
chr22,NT_187386.1,102706,132096,-,lncRNA,,LOC107987389,family with sequence similarity 230-like,107987389
chr22,NT_187386.1,141395,145050,-,pseudogene,,LOC102724526,protein phosphatase 1 regulatory subunit 26-like,102724526
chr22,NT_187388.1,7507,13398,+,pseudogene,,LOC107987391,C-terminal-binding protein 2-like,107987391
chr22,NT_187388.1,111873,120514,+,lncRNA,,LOC107987392,uncharacterized LOC107987392,107987392
chr22,NT_187388.1,122273,135645,+,rRNA,,RNA45SN4,"RNA, 45S pre-ribosomal N4",109864271
chr22,NT_187388.1,125931,127799,+,rRNA,,RNA18SN4,"RNA, 18S pre-ribosomal N4",109864273
chr22,NT_187388.1,128877,129032,+,rRNA,,RNA5-8SN4,"RNA, 5.8S ribosomal N4",109864274
chr22,NT_187388.1,130204,135280,+,rRNA,,RNA28SN4,"RNA, 28S ribosomal N4",109864272
chr22,NT_187388.1,137953,140657,+,lncRNA,,LOC105379549,uncharacterized LOC105379549,105379549
chr22,NT_187388.1,140979,143466,+,lncRNA,,LOC107987393,uncharacterized LOC107987393,107987393
chr22,NT_187388.1,157650,160105,-,pseudogene,,LOC102724621,cell division cycle protein 27 homolog,102724621
chr22,NT_187388.1,171012,172880,+,pseudogene,,RNA18SP4,"RNA, 18S ribosomal pseudogene 4",109864275
chr22,NT_187388.1,171577,174046,-,protein_coding,,LOC124905331,translation initiation factor IF-2-like,124905331
chr22,NT_187388.1,173956,174111,+,pseudogene,,RNA5-8SP9,"RNA, 5.8S ribosomal pseudogene 9",109864276
chr22,NT_187388.1,175307,179772,+,pseudogene,,LOC124905332,uncharacterized LOC124905332,124905332
chrX,NC_000023.11,276356,303356,+,protein_coding,,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1,55344
chrX,NC_000023.11,304759,318796,-,protein_coding,,GTPBP6,GTP binding protein 6 (putative),8225
chrX,NC_000023.11,319145,321332,+,lncRNA,,LINC00685,long intergenic non-protein coding RNA 685,283981
chrX,NC_000023.11,333933,386907,-,protein_coding,,PPP2R3B,protein phosphatase 2 regulatory subunit B''beta,28227
chrX,NC_000023.11,430021,472756,+,lncRNA,,LOC102724521,uncharacterized LOC102724521,102724521
chrX,NC_000023.11,523741,524101,-,pseudogene,,FABP5P13,fatty acid binding protein 5 pseudogene 13,106480712
chrX,NC_000023.11,545236,545352,-,pseudogene,,KRT18P53,keratin 18 pseudogene 53,106478925
chrX,NC_000023.11,624344,659411,+,protein_coding,,SHOX,SHOX homeobox,6473
chrX,NC_000023.11,1009720,1010100,-,pseudogene,,RPL14P5,ribosomal protein L14 pseudogene 5,442442
chrX,NC_000023.11,1127409,1128785,+,pseudogene,,LOC100418703,repetin pseudogene,100418703
chrX,NC_000023.11,1172583,1175114,+,pseudogene,,LOC652608,60S ribosomal protein L6-like,652608
chrX,NC_000023.11,1190490,1212649,-,protein_coding,,CRLF2,cytokine receptor like factor 2,64109
chrX,NC_000023.11,1268814,1325218,+,protein_coding,,CSF2RA,colony stimulating factor 2 receptor subunit alpha,1438
chrX,NC_000023.11,1293546,1293998,-,lncRNA,,LOC124905238,uncharacterized LOC124905238,124905238
chrX,NC_000023.11,1293918,1293992,+,miRNA,,MIR3690,microRNA 3690,100500894
chrX,NC_000023.11,1300256,1300375,-,pseudogene,,RNA5SP498,"RNA, 5S ribosomal pseudogene 498",106480770
chrX,NC_000023.11,1336785,1382689,+,protein_coding,,IL3RA,interleukin 3 receptor subunit alpha,3563
chrX,NC_000023.11,1337274,1378476,-,lncRNA,,LOC101928032,uncharacterized LOC101928032,101928032
chrX,NC_000023.11,1386152,1392113,-,protein_coding,,SLC25A6,solute carrier family 25 member 6,293
chrX,NC_000023.11,1392008,1398861,+,protein_coding,,LOC124900597,serine/arginine repetitive matrix protein 1-like,124900597
chrX,NC_000023.11,1397025,1399412,+,lncRNA,,LINC00106,long intergenic non-protein coding RNA 106,751580
chrX,NC_000023.11,1400531,1415421,+,lncRNA,,ASMTL-AS1,ASMTL antisense RNA 1,80161
chrX,NC_000023.11,1403139,1453756,-,protein_coding,,ASMTL,acetylserotonin O-methyltransferase like,8623
chrX,NC_000023.11,1462581,1537185,-,protein_coding,,P2RY8,P2Y receptor family member 8,286530
chrX,NC_000023.11,1591604,1602520,+,protein_coding,,AKAP17A,A-kinase anchoring protein 17A,8227
chrX,NC_000023.11,1615059,1643081,+,protein_coding,,ASMT,acetylserotonin O-methyltransferase,438
chrX,NC_000023.11,1732419,1755984,+,lncRNA,,LINC02968,long intergenic non-protein coding RNA 2968,105373105
chrX,NC_000023.11,1771053,1784602,+,lncRNA,,LOC105379413,uncharacterized LOC105379413,105379413
chrX,NC_000023.11,1879515,1885827,-,lncRNA,,LOC107985677,uncharacterized LOC107985677,107985677
chrX,NC_000023.11,2219506,2500976,-,protein_coding,,DHRSX,dehydrogenase/reductase X-linked,207063
chrX,NC_000023.11,2321035,2337671,+,lncRNA,,LOC124905239,uncharacterized LOC124905239,124905239
chrX,NC_000023.11,2486435,2500976,-,protein_coding,,ZBED1,zinc finger BED-type containing 1,9189
chrX,NC_000023.11,2566029,2609167,-,lncRNA,,LINC03112,long intergenic non-protein coding RNA 3112,101928092
chrX,NC_000023.11,2609191,2609254,+,miRNA,,MIR6089,microRNA 6089,102464837
chrX,NC_000023.11,2609265,2657229,+,transcribed_pseudogene,,CD99P1,CD99 molecule pseudogene 1,401577
chrX,NC_000023.11,2612991,2615347,-,lncRNA,,LINC00102,long intergenic non-protein coding RNA 102,100359394
chrX,NC_000023.11,2691295,2741309,+,protein_coding,,CD99,CD99 molecule (Xg blood group),4267
chrX,NC_000023.11,2752040,2816500,+,protein_coding,,XG,Xg glycoprotein (Xg blood group),7499
chrX,NC_000023.11,2828930,2882818,+,protein_coding,,GYG2,glycogenin 2,8908
chrX,NC_000023.11,2903972,2929339,-,protein_coding,,ARSD,arylsulfatase D,414
chrX,NC_000023.11,2904904,2906122,+,lncRNA,,ARSD-AS1,ARSD antisense RNA 1,100506356
chrX,NC_000023.11,2934521,2968245,-,protein_coding,,ARSL,arylsulfatase L,415
chrX,NC_000023.11,3006546,3034111,+,protein_coding,,ARSH,arylsulfatase family member H,347527
chrX,NC_000023.11,3040234,3112727,+,protein_coding,,ARSF,arylsulfatase F,416
chrX,NC_000023.11,3058220,3058502,-,pseudogene,,RN7SL578P,"RNA, 7SL, cytoplasmic 578, pseudogene",106479433
chrX,NC_000023.11,3112790,3113130,-,pseudogene,,RPS24P21,ribosomal protein S24 pseudogene 21,117751730
chrX,NC_000023.11,3271820,3284653,+,lncRNA,,LINC01546,long intergenic non-protein coding RNA 1546,100129464
chrX,NC_000023.11,3308565,3346652,-,protein_coding,,MXRA5,matrix remodeling associated 5,25878
chrX,NC_000023.11,3367048,3368609,+,pseudogene,,ASS1P4,argininosuccinate synthetase 1 pseudogene 4,449
chrX,NC_000023.11,3532117,3532251,-,snoRNA,,SNORA48B,"small nucleolar RNA, H/ACA box 48B",109616969
chrX,NC_000023.11,3572857,3572961,+,pseudogene,,RNU6-114P,"RNA, U6 small nuclear 114, pseudogene",106481765
chrX,NC_000023.11,3604340,3713649,-,protein_coding,,PRKX,protein kinase cAMP-dependent X-linked catalytic subunit,5613
chrX,NC_000023.11,3607258,3607365,-,pseudogene,,RNU6-146P,"RNA, U6 small nuclear 146, pseudogene",106865372
chrX,NC_000023.11,3659487,3668192,+,lncRNA,,PRKX-AS1,PRKX antisense RNA 1,100873944
chrX,NC_000023.11,3717109,3717632,+,pseudogene,,RPS27AP20,RPS27A pseudogene 20,100128355
chrX,NC_000023.11,3817535,3843894,-,transcribed_pseudogene,,LOC389906,zinc finger protein 839 pseudogene,389906
chrX,NC_000023.11,3820672,3826671,-,lncRNA,,LOC124900487,uncharacterized LOC124900487,124900487
chrX,NC_000023.11,3838377,3838450,-,tRNA,,TRI-GAT1-1,tRNA-Ile (anticodon GAT) 1-1,100189132
chrX,NC_000023.11,3850992,3882351,-,transcribed_pseudogene,,FAM239A,family with sequence similarity 239 member A,101930105
chrX,NC_000023.11,3876801,3876874,-,tRNA,,TRI-GAT1-2,tRNA-Ile (anticodon GAT) 1-2,100189050
chrX,NC_000023.11,3885275,3920742,-,transcribed_pseudogene,,FAM239B,family with sequence similarity 239 member B,729162
chrX,NC_000023.11,3915230,3915303,-,tRNA,,TRI-GAT1-3,tRNA-Ile (anticodon GAT) 1-3,100189427
chrX,NC_000023.11,3929372,3937872,-,lncRNA,,FAM239C,family with sequence similarity 239 member C,107987330
chrX,NC_000023.11,3953016,3953605,+,pseudogene,,RPL24P9,RPL24 pseudogene 9,100129487
chrX,NC_000023.11,4627200,4633572,-,lncRNA,,LOC101928201,uncharacterized LOC101928201,101928201
chrX,NC_000023.11,5168918,5169439,-,pseudogene,,MTND6P12,MT-ND6 pseudogene 12,106481743
chrX,NC_000023.11,5169512,5170645,+,pseudogene,,MTCYBP12,MT-CYB pseudogene 12,107075123
chrX,NC_000023.11,5305185,5307184,+,pseudogene,,LOC347381,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta pseudogene,347381
chrX,NC_000023.11,5305514,5307184,-,pseudogene,,HADHBP1,HADHB pseudogene 1,100287928
chrX,NC_000023.11,5410122,5410251,+,snoRNA,,LOC124900497,small nucleolar RNA SNORA20,124900497
chrX,NC_000023.11,5719171,5726194,-,lncRNA,,LINC03070,long intergenic non-protein coding RNA 3070,101928228
chrX,NC_000023.11,5890042,6228867,-,protein_coding,,NLGN4X,neuroligin 4 X-linked,57502
chrX,NC_000023.11,6226358,6230291,+,lncRNA,,LOC105373156,uncharacterized LOC105373156,105373156
chrX,NC_000023.11,6383906,6383963,-,miRNA,,MIR4770,microRNA 4770,100616373
chrX,NC_000023.11,6422047,6422773,-,pseudogene,,RPS5P8,RPS5 pseudogene 8,392424
chrX,NC_000023.11,6533618,6535118,-,protein_coding,,VCX3A,variable charge X-linked 3A,51481
chrX,NC_000023.11,6612368,6615331,-,lncRNA,,LOC124905240,uncharacterized LOC124905240,124905240
chrX,NC_000023.11,6705838,7148153,-,protein_coding,,PUDP,pseudouridine 5'-phosphatase,8226
chrX,NC_000023.11,6989329,6990021,+,pseudogene,,RPS27AP17,RPS27A pseudogene 17,392425
chrX,NC_000023.11,7012499,7026870,+,lncRNA,,LOC107987331,uncharacterized LOC107987331,107987331
chrX,NC_000023.11,7147290,7354641,+,protein_coding,,STS,steroid sulfatase,412
chrX,NC_000023.11,7147860,7147937,+,miRNA,,MIR4767,microRNA 4767,100616467
chrX,NC_000023.11,7593683,7615263,+,lncRNA,,LOC124905241,uncharacterized LOC124905241,124905241
chrX,NC_000023.11,7842262,7844143,+,protein_coding,,VCX,variable charge X-linked,26609
chrX,NC_000023.11,7898247,7927724,-,protein_coding,,PNPLA4,patatin like phospholipase domain containing 4,8228
chrX,NC_000023.11,7927500,8456384,+,lncRNA,,LOC107985675,uncharacterized LOC107985675,107985675
chrX,NC_000023.11,8126965,8127061,+,miRNA,,MIR651,microRNA 651,723779
chrX,NC_000023.11,8169944,8171267,-,protein_coding,,VCX2,variable charge X-linked 2,51480
chrX,NC_000023.11,8171820,8181238,+,lncRNA,,LOC107985676,uncharacterized LOC107985676,107985676
chrX,NC_000023.11,8464830,8466510,+,protein_coding,,VCX3B,variable charge X-linked 3B,425054
chrX,NC_000023.11,8489674,8504564,-,lncRNA,,LINC03113,long intergenic non-protein coding RNA 3113,107985715
chrX,NC_000023.11,8528874,8732137,-,protein_coding,,ANOS1,anosmin 1,3730
chrX,NC_000023.11,8783334,8784549,-,pseudogene,,DRAXINP1,dorsal inhibitory axon guidance protein pseudogene 1,100128801
chrX,NC_000023.11,8790795,8801383,-,protein_coding,,FAM9A,family with sequence similarity 9 member A,171482
chrX,NC_000023.11,8856367,8857165,-,pseudogene,,ANAPC15P1,ANAPC15 pseudogene 1,100128808
chrX,NC_000023.11,8923693,8927211,-,lncRNA,,LINC03114,long intergenic non-protein coding RNA 3114,105373125
chrX,NC_000023.11,8980236,8982519,-,pseudogene,,NOLC1P1,NOLC1 pseudogene 1,392426
chrX,NC_000023.11,9024232,9034127,-,protein_coding,,FAM9B,family with sequence similarity 9 member B,171483
chrX,NC_000023.11,9133828,9133946,+,pseudogene,,RNA5SP499,"RNA, 5S ribosomal pseudogene 499",100873550
chrX,NC_000023.11,9179366,9179900,+,pseudogene,,BRK1P1,BRICK1 pseudogene 1,100288031
chrX,NC_000023.11,9249919,9275101,+,lncRNA,,LOC124905242,uncharacterized LOC124905242,124905242
chrX,NC_000023.11,9402747,9416082,+,pseudogene,,LOC442443,chromodomain Y like protein pseudogene,442443
chrX,NC_000023.11,9407956,9443524,-,lncRNA,,LOC107985634,uncharacterized LOC107985634,107985634
chrX,NC_000023.11,9463295,9719740,+,protein_coding,,TBL1X,transducin beta like 1 X-linked,6907
chrX,NC_000023.11,9725346,9778602,-,protein_coding,,GPR143,G protein-coupled receptor 143,4935
chrX,NC_000023.11,9737100,9741053,+,lncRNA,,LOC105373126,uncharacterized LOC105373126,105373126
chrX,NC_000023.11,9786429,9949443,+,protein_coding,,SHROOM2,shroom family member 2,357
chrX,NC_000023.11,9818039,9819669,-,pseudogene,,EIF5P1,eukaryotic translation initiation factor 5 pseudogene 1,100421390
chrX,NC_000023.11,9865093,9865543,-,pseudogene,,HMGN1P33,high mobility group nucleosome binding domain 1 pseudogene 33,100874446
